,,PERMIT STATUS,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PERMIT SUB-TYPE,PERMIT GROUP,PERMIT NUMBER,PERMIT TYPE,PLAN CHECK SUBMITTAL DATE,SQUARE FOOTAGE,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT
Permits with CofO,74,CofO Issued,15.0,2006-09-15 12:44:00,1.0,2005-12-02 00:00:00,332-334 W OLIVER ST,1 or 2 Family Dwelling,Building,05014-10000-06494,Bldg-Addition,,2694.0,Room Addition To The Existing Single Familiy Dwelling And Add A 2-Story  2nd Unit. Change Use To Duplex.,90731.0,1.0
Permits with CofO,206,CofO Issued,15.0,2008-08-06 08:59:00,2.0,2008-05-23 11:51:00,333-335 W 120TH ST,1 or 2 Family Dwelling,Building,08010-70000-00209,Bldg-New,,1662.0,"Proposed New 25'X 66'-6"" 1-Story Duplex Consisting Of  One Unit  W/ 3-Bed & 2-Bath And A Second Unit  W/ 3-Bed & 1-Bath.  Related Elec/Hvac/Plumbing.",90061.0,1.0
Permits with CofO,353,CofO Issued,1.0,2011-04-18 14:50:00,1.0,2010-10-25 11:12:00,3333 1/2 E PEPPER AVE,1 or 2 Family Dwelling,Building,10016-10000-17592,Bldg-Alter/Repair,,1170.0,"Convert Existing Recreation  Room To Single Family Dwelling  (A Second Dwelling Unit Per Ab1866 And Za Memorandum #120) , Related Electrical, Hvac And Plumbing.
This 2nd Unit Is 1170 Sf. 900 Sf Of Interior Space W/ 270 Sf Of Patio Space.",90065.0,1.0
Permits without CofO ,79,Permit Expired,1.0,,-1.0,2010-10-25 11:12:00,3333 E PEPPER AVE,1 or 2 Family Dwelling,Building,10016-10000-17591,Bldg-Alter/Repair,,0.0,"Convert Existing Duplex Into Single Family Dwelling. Related Electrical, Hvac And Plumbing
A Permit For Converting The Existing Recreation Room To A Second Dwelling Unit Per Ab1866 And Za Memorandum #120 Is Being Issued Concurrently",90065.0,1.0
Applications Submitted,161,Reviewed by Supervisor,1.0,,1.0,,3334 E THORPE AVE,1 or 2 Family Dwelling,Building,10016-10000-05401,Bldg-Alter/Repair,2010-03-26 00:00:00,600.0,"Convert Existing Recreation Room To 2nd Dwelling Unit With Bedroom And Kitchen Area. Additional One Uncovered Compact Parking On Side Of Existing Garage. **Approved Per State Assembly Bill (Ab 1866), Chapter 1062, Amending Government Code  Section 65583.1, 65852.2 And 65915)**",90065.0,1.0
Applications Submitted,257,Reviewed by Supervisor,4.0,,1.0,,3342 N DERONDA DR,1 or 2 Family Dwelling,Building,12016-10000-16198,Bldg-Alter/Repair,2012-08-14 00:00:00,578.0,Convert Detached Recreation Room To 2nd Dwelling Unit Per Za Memorandum 120,90068.0,1.0
Permits without CofO ,142,Permit Expired,1.0,,1.0,2014-01-30 15:09:00,3361 E HOLYOKE DR,1 or 2 Family Dwelling,Building,11010-20000-00085,Bldg-New,,1196.0,"New 1196 Sf Det. Second Dwelling Unit Per Za-Memorandum No. 120 Per Conventional Framing.
Comply With Department Order Effective Date 08/18/2010. Permit Will Expire 30 Days From Issuance Date",90065.0,1.0
Applications Submitted,321,Reviewed by Supervisor,1.0,,,,3363 E HOLYOKE DR,1 or 2 Family Dwelling,Building,11010-20001-00085,Bldg-New,2013-10-24 00:00:00,,"Supplement To 11010-20000-00085 To Recheck Zoning, Pln Check Extension For Proposed Second Dwelling Unit.",90065.0,1.0
Permits with CofO,265,CofO Issued,9.0,2009-03-24 15:53:00,2.0,2008-04-25 16:01:00,337-339 W 84TH ST,1 or 2 Family Dwelling,Building,08010-70000-00321,Bldg-New,,2020.0,Proposed New 25'X 83' (2026 Sqft)  Irregular-Shaped 1-Story Duplex Consisting Of  One Unit  W/ 4-Bed & 2-Bath And A Second Unit W/  3-Bed & 1-Bath.  Related Elec/Hvac/Plumbing.,90003.0,1.0
Permits with CofO,208,CofO Issued,8.0,2008-08-13 10:00:00,2.0,2008-04-16 13:33:00,338-340 E 105TH ST,1 or 2 Family Dwelling,Building,08010-70000-00176,Bldg-New,,1682.0,Proposed New 25' X 68'  1-Story Duplex Consisting Of  One Unit  W/ 3-Bed & 2-Bath And A Second Unit  W/ 3-Bed & 1-Bath.  Related Elec/Hvac/Plumbing.,90003.0,1.0
Permits with CofO,705,CofO Issued,10.0,2015-10-20 12:18:00,1.0,2014-12-02 11:11:00,3417-3419 S HILLCREST DR,1 or 2 Family Dwelling,Building,14014-30000-03679,Bldg-New,,668.5,Second Dwelling Unit Per Za-Memorandum 120.,90016.0,1.0
Applications Submitted,541,Reviewed by Supervisor,4.0,,1.0,,3420 N BLAIR DR,1 or 2 Family Dwelling,Building,16016-20000-23459,Bldg-Alter/Repair,2016-09-30 00:00:00,1450.0,Convert (Portion Of Crawl Space) Sfd To Duplex Per 2nd Dwelling Unit Per Ord 184510 Wiht One Open Parking Space,90068.0,1.0
Applications Submitted,36,Corrections Issued,10.0,,0.0,,3421 S 10TH AVE,1 or 2 Family Dwelling,Building,05014-10000-03845,Bldg-Addition,2005-05-02 00:00:00,599.0,"Room Addition (2 Bedrooms, One Full Bath And Den) At The Rear Of The Second Unit Of The Existing Duplex And Change Flat Roof To A Pitch Roof For The Entire Duplex",90018.0,1.0
Permits without CofO ,66,Issued,8.0,,1.0,2008-11-06 09:30:00,3429 S CATALINA ST,1 or 2 Family Dwelling,Building,07010-20001-02970,Bldg-Addition,,2511.0,"Propose 19'-8""X37' Two Story Second Unit Addition (Consist Of First Floor Carport/Patio & Second Floor Living Unit) And 30sf Addition To Rear Of (E) Sfd,  Creating A Duplex. 2 Additional Parking Spaced Required And 3 (N) Provided, Totalling 4 On Site.

",90007.0,1.0
Applications Submitted,563,Reviewed by Supervisor,13.0,,0.0,,3429 W PERLITA AVE,1 or 2 Family Dwelling,Building,16010-30000-04528,Bldg-New,2016-09-30 00:00:00,,New Second Dwelling Unit Per Ordinance #184510 (637 S.F.) Adding A 2-Car Attached Carport  339 S.F. Adding An Uncovered Parking .,90039.0,1.0
Permits without CofO ,46,Permit Expired,10.0,,1.0,2007-10-04 09:44:00,3430 S FARMDALE AVE,1 or 2 Family Dwelling,Building,07010-30000-01585,Bldg-New,,1417.0,"Addition Of 2nd Unit (1417 Sf)

Part 1 Of 2",90016.0,1.0
Applications Submitted,379,Verifications in Progress,14.0,,,,3434 N AMETHYST ST,1 or 2 Family Dwelling,Building,14014-10000-04365,Bldg-Addition,2014-10-07 00:00:00,,Convert (E) Garage To Single Family And Add 2-Car Carport.  Second Dwelling Unit Per Za Memorandum No. 120.  Fully Sprinklered With Nfpa -13d.  Permit Will Expire 30 Days From Issuance Date.,90032.0,1.0
Permits without CofO ,50,Permit Expired,8.0,,1.0,2008-01-22 14:38:00,344 E 103RD ST,1 or 2 Family Dwelling,Building,07010-20000-05553,Bldg-New,,700.0,New 24' X 30' 2nd Unit,90003.0,1.0
Applications Submitted,200,Reviewed by Supervisor,13.0,,,,3445 W HOLLYDALE DR,1 or 2 Family Dwelling,Building,11016-10000-12120,Bldg-Alter/Repair,2011-06-28 00:00:00,0.0,Convert Existing Recreation Room To  Second Dwelling Unit Per Ab 1866;Comply With Department Order Effective Date 5/26/2011 Permit Will Expire 30 Days From Issuance Date,90039.0,1.0
Permits without CofO ,215,Issued,8.0,,1.0,2015-09-09 11:56:00,3446 W 58TH PL,1 or 2 Family Dwelling,Building,14016-10000-13853,Bldg-Alter/Repair,,536.0,Convert From Existing Recreation Room To 2nd Dwelling Unit Per Za Memo 120. Comply With Department Order Effective Date 02/04/2014. Permit Will Expire 30 Days From Issuance Date.,90043.0,1.0
Permits with CofO,1049,Permit Finaled,9.0,,,2013-01-18 11:38:00,345-347 E 59TH PL,1 or 2 Family Dwelling,Building,12010-10002-01422,Bldg-Alter/Repair,,3710.0,To Add Second Address For Second Unit<<See Comment Block Under Address Clearance In Original Permit 12010-70000-01422>>,90003.0,1.0
Permits without CofO ,484,Issued,14.0,,1.0,2017-07-20 13:41:00,3452 1/2 E OPAL ST,1 or 2 Family Dwelling,Building,17014-10000-01347,Bldg-Addition,,929.0,Convert Existing Detached Garage To Adu Per Ab 2299 Sb 1069.  Add Attached Breezeway And Patio. Comply With Department Order Effective Dat 06/10/2016. ,90023.0,1.0
Permits with CofO,301,CofO Issued,9.0,2009-11-09 11:06:00,1.0,2006-06-21 00:00:00,346 E 84TH PL,1 or 2 Family Dwelling,Building,06010-10000-01185,Bldg-New,,1500.0,Proposed Sfd (2nd Unit On Lot) Over 3-Car Garage (Total Of 4 Parking Stalls Req'D For Site).,90003.0,1.0
Applications Submitted,309,PC Info Complete,11.0,,1.0,,3467 S GRAND VIEW BLVD,1 or 2 Family Dwelling,Building,13010-30000-02045,Bldg-New,2013-07-09 00:00:00,955.0,"(N) 2 Story Second Dwelling Per Ab1866 With Attached 2 Car Garage, Fully Sprinklered With Nfpa-13r. (See Comments)",90066.0,1.0
Applications Submitted,59,Reviewed by Supervisor,4.0,,1.0,,347 N VAN NESS AVE,1 or 2 Family Dwelling,Building,06010-10000-00809,Bldg-New,2006-02-27 00:00:00,1076.0,New 3-Car Garage With Second Unit Above.,90004.0,1.0
Permits without CofO ,136,Issued,11.0,,1.0,2013-11-06 11:55:00,3487 S BEETHOVEN ST,1 or 2 Family Dwelling,Building,13016-70000-22823,Bldg-Alter/Repair,,0.0,Interior Alteration To Convert The Single Family Dwelling Into A Duplex. Per Ab 1866( Za Memorandum 120). Comply With Dept. Order Effective Date 6/12/09. Permit Will Expire 30 Days From Date Of Issuance.,90066.0,1.0
Applications Submitted,235,Reviewed by Supervisor,10.0,,1.0,,3500 S 10TH AVE,1 or 2 Family Dwelling,Building,12010-70000-00685,Bldg-New,2012-03-21 00:00:00,1158.0,"Proposed (N) 1-Story Sfd (3 Bedrooms, 2 Bathrooms): 1158 Sq Ft; 2nd Dwelling In R1 Zone Per Za Memorandum 120; Addition To (E) Sfd On Lot To Be Pulled Under Separate Permit.",90018.0,1.0
Permits without CofO ,465,Issued,11.0,,1.0,2017-06-22 14:06:00,3504-3506 S ROSEWOOD AVE,1 or 2 Family Dwelling,Building,17016-10000-15543,Bldg-Alter/Repair,,880.0,Convert Existing Storage Building And (E) Garage To Adu As Per Ab 2299 And Sb 1069,90066.0,1.0
Permits without CofO ,144,Issued,14.0,,1.0,2014-03-12 16:15:00,3508 E LANFRANCO ST,1 or 2 Family Dwelling,Building,13014-10000-01960,Bldg-Addition,,823.0,"Add 2nd Dwlg Unit. Per Ab1866 To (E) Garage.

Detached Second Unit (Sfd): The Total Of Floor Area = ""736 Sf"" For 2nd Unit (<1200 Sqft. Max.) Per Za Memorandum No.120.",90063.0,1.0
Permits without CofO ,443,Issued,13.0,,1.0,2017-06-02 15:14:00,3516-3518 W LARGA AVE,1 or 2 Family Dwelling,Building,17014-10000-02136,Bldg-Addition,,334.0,"8'8""X5'5"" Addition To Existing Garage And Convert To Adu Per Ab 2299  And Sb 1069.  ",90039.0,1.0
Permits with CofO,862,CofO Issued,11.0,2017-03-31 15:15:00,1.0,2015-11-12 16:01:00,3517 S OCEAN VIEW AVE,1 or 2 Family Dwelling,Building,15010-20000-03323,Bldg-New,,1157.0,"37'-6"" X 21' Two Story Bldg. Consists Of 2nd Dwelling Per Za Memo #120 On 2nd Floor With Open Stair & Two Car Garage And Storage On 1st Floor.",90066.0,1.0
Applications Submitted,684,Reviewed by Supervisor,4.0,,1.0,,3534 N DIXIE CANYON PL,1 or 2 Family Dwelling,Building,17016-10000-15996,Bldg-Alter/Repair,2017-06-13 00:00:00,,Convert 4th And 5th Level Of Sfd To Adu Per Ab2299/Sb1069 And Remodel 2nd And 3rd Level Of Sfd,91423.0,1.0
Permits with CofO,930,Permit Finaled,9.0,,1.0,2004-03-08 00:00:00,358 1/2 E 67TH ST,1 or 2 Family Dwelling,Building,03010-40000-04127,Bldg-New,,492.0,New One Story Second Unit Sfd At Rear Of Lot.  (See 04010-40000-00894 For Required Detached Carport).  All Construction To Comply With City Standard Type V Sheet.,90003.0,1.0
Permits without CofO ,221,Issued,11.0,,1.0,2015-09-24 09:14:00,3580 S OCEAN VIEW AVE,1 or 2 Family Dwelling,Building,15010-30000-02489,Bldg-New,,853.0,"New 32'1"" X 34'8.5"", One Story, Type Vb Second Dwelling Per Za-120. (See Comments)",90066.0,1.0
Applications Submitted,170,Reviewed by Supervisor,1.0,,1.0,,359 S AVENUE 52,1 or 2 Family Dwelling,Building,10010-20000-01289,Bldg-New,2010-06-30 00:00:00,596.0,"Second Dwelling Unit Per Za 120: Propose 15'-11""X37'-5"" [596sf] One Story Sfd.
",90042.0,1.0
Permits without CofO ,244,Issued,11.0,,1.0,2015-11-25 16:32:00,3592 S OCEAN VIEW AVE,1 or 2 Family Dwelling,Building,15010-30000-03164,Bldg-New,,610.0,(N) 2nd Unit Per Za Memo 120,90066.0,1.0
Permits with CofO,797,CofO Issued,11.0,2016-08-23 13:17:00,1.0,2014-12-19 12:35:00,3603 S WASATCH AVE,1 or 2 Family Dwelling,Building,14010-30000-02039,Bldg-New,,1144.0,New 2nd Dwelling Unit Per Za Memorandem 120 (Ab 1866) With Attached Garage,90066.0,1.0
Applications Submitted,590,Reviewed by Supervisor,11.0,,1.0,,3613 S WASATCH AVE,1 or 2 Family Dwelling,Building,17016-20000-03279,Bldg-Alter/Repair,2017-02-13 00:00:00,276.01,"Convert (E) Hobby Room To Adu Per Ab 2299 And Sb 1069 & Convert (E) Garage To Rec. Room

Comply With Department Order Effective Date
07/25/2016. Permit Will Expire 30 Days From Issuance Date",90066.0,1.0
Applications Submitted,37,Not Ready to Issue,2.0,,1.0,,3620 N LAUREL CANYON BLVD,1 or 2 Family Dwelling,Building,05010-30000-02515,Bldg-New,2005-05-25 00:00:00,4033.0,"New 2- Story S.F.D. (This Is A 2nd Dwelling On The Lot, As Approved Per Za-2004-1485zv) 
***This Is Part 1 Of 4 Permits, Tv= $400,000.00***
Also Separate Permits Are Being Issued For The Grading Work, Garage Addition And Demolition.",91604.0,1.0
Applications Submitted,245,Reviewed by Supervisor,4.0,,1.0,,3624 N WOODCLIFF ROAD,1 or 2 Family Dwelling,Building,12010-10000-01078,Bldg-New,2012-05-10 00:00:00,740.0,"Proposed  Irregular Shaped 2nd Dwelling  At Rear Of Lot Per Za Memorandum 120. Related Electrical, Hvac And Plumbing",91403.0,1.0
Permits without CofO ,181,Issued,11.0,,1.0,2015-02-27 09:33:00,3626-3628 S OCEAN VIEW AVE,1 or 2 Family Dwelling,Building,14014-30000-03737,Bldg-Addition,,3130.0,New Single Story Ground Floor Addition With Roof Deck Above And Interior Remodel To Convert Existing Two Story Single Family Dwelling To A Two Story Duplex Per Ab 1866.,90066.0,1.0
Permits without CofO ,219,Issued,1.0,,1.0,2015-09-17 14:01:00,3642-3642 1/2 E PARRISH AVE,1 or 2 Family Dwelling,Building,15014-20000-00498,Bldg-Alter/Repair,,0.0,"Convert 1st Floor  16'6""X 26'0"" (480 Sf) Of An Existing 2-Story Sfd Into A  2nd Dwelling Per Za Memo 120.  See Comments",90065.0,1.0
Applications Submitted,7,Reviewed by Supervisor,5.0,,1.0,,3661 BENTLEY AVE,1 or 2 Family Dwelling,Building,04010-30000-00587,Bldg-New,2004-02-10 00:00:00,597.0,New Construction- Second Dwelling In Single Family Zone. Ab 1866 Pursuant.,90034.0,1.0
Applications Submitted,357,Reviewed by Supervisor,11.0,,1.0,,3670 S BARRY AVE,1 or 2 Family Dwelling,Building,14016-10000-10458,Bldg-Alter/Repair,2014-05-30 00:00:00,,Conversion Of (743 S.F.) (E) Rec Room To Second Dwelling.,90066.0,1.0
Permits without CofO ,242,Issued,11.0,,1.0,2015-11-23 15:17:00,3676 S BARRINGTON AVE,1 or 2 Family Dwelling,Building,15010-30000-02863,Bldg-New,,469.0,New 2nd Dwelling Unit W/ Attached Garage,90066.0,1.0
Permits with CofO,383,CofO Issued,11.0,2011-11-01 14:53:00,1.0,2011-05-03 09:36:00,3722 S MOUNTAIN VIEW AVE,1 or 2 Family Dwelling,Building,10010-20000-02597,Bldg-New,,1165.0,New 2nd Dwelling Unit (1165 Sqft) Per Za Memorandum No. 120,90066.0,1.0
Permits with CofO,711,CofO Issued,11.0,2015-11-18 16:00:00,1.0,2014-02-25 10:59:00,3744 S OCEAN VIEW AVE,1 or 2 Family Dwelling,Building,13010-30000-02937,Bldg-New,,925.0,New 980 S.F. 2nd Dwelling Unit Per Za 120 (Assembly Bill 1866),90066.0,1.0
Permits with CofO,303,CofO Issued,11.0,2009-11-19 10:29:00,,2009-08-25 11:46:00,3754 S MOUNTAIN VIEW AVE,1 or 2 Family Dwelling,Building,09016-30000-00631,Bldg-Alter/Repair,,693.0,"Convert An Existing Detached 2-Story Garage & Rec Room, To A Second Dwelling On The Lot, With A Garage Remaining On The First Floor. Comply With Department Order Effective Date
08/22/2008. Permit Will Expire 30 Days From Issuance Date. To Capture Actual Building Dimension.",90066.0,1.0
Permits with CofO,792,CofO Issued,5.0,2016-08-16 07:18:00,1.0,2015-07-29 10:25:00,3754 S TULLER AVE,1 or 2 Family Dwelling,Building,15010-30000-01446,Bldg-New,,1208.0,New 2nd Dwelling Unit Per Zm 120,90066.0,1.0
Permits without CofO ,426,Issued,13.0,,1.0,2017-05-15 14:58:00,3760 N DOVER ST,1 or 2 Family Dwelling,Building,16010-20000-04366,Bldg-New,,870.0,"Construct 26'-10""X 40' Odd Shaped Second Dwelling Unit Per Ordinance 184510",90039.0,1.0
Permits with CofO,541,CofO Issued,8.0,2014-02-28 14:48:00,1.0,2013-06-06 09:37:00,3780 S LA SALLE AVE,1 or 2 Family Dwelling,Building,12010-20000-02995,Bldg-New,,1131.0,"Second Detached Dwelling Unit Of 1134sf, Per Za 120. Fire Sprinklered. ",90062.0,1.0
Permits without CofO ,91,Permit Expired,8.0,,0.0,2012-02-28 12:23:00,3797 S HOBART BLVD,1 or 2 Family Dwelling,Building,12014-70000-00550,Bldg-Addition,,0.0,"Permit For (E) Patio Cover (10' X 29'), Per P/Bc 2008-006,  Attached To (E) Two Story Single Family Dwelling At The Rear Of Lot. Also, Remove Portion Of Cover To Provide 10' (Min.)  Separation Between The Patio Cover And Adjacent (E) 2nd Dwelling.",90062.0,1.0
Applications Submitted,566,Reviewed by Supervisor,9.0,,0.0,,3805 1/2 S TRINITY ST,1 or 2 Family Dwelling,Building,16014-70000-05538,Bldg-Addition,2016-11-23 00:00:00,374.0,"352 Sq Ft Addition On Second Unit 2nd Floor Over Carport.
 ""Comply With Department Order Effective Date
10/12/2015. Permit Will Expire 30 Days From Issuance Date""",90011.0,1.0
Permits without CofO ,304,Issued,2.0,,1.0,2016-09-30 14:43:00,3805 N EUREKA DR,1 or 2 Family Dwelling,Building,15010-10000-01946,Bldg-New,,849.0,"New Second Dwelling Unit  With Roof Deck & Basement  Per Ordinance 184510

",91604.0,1.0
Permits with CofO,377,CofO Issued,11.0,2011-10-11 09:39:00,1.0,2010-04-09 14:23:00,3819-3823 S LYCEUM AVE,1 or 2 Family Dwelling,Building,10014-30000-01099,Bldg-Alter/Repair,,438.0,Convert (E) Rec. Room Over (E) One Car Garage To 2nd Dwelling & Add (N) Shower And Kitchen.,90066.0,1.0
Applications Submitted,607,Verifications in Progress,2.0,,1.0,,3833 N GOODLAND AVE,1 or 2 Family Dwelling,Building,17014-20000-01017,Bldg-Addition,2017-03-10 00:00:00,1068.0,"Addition To 1st Floor And Add 2nd Floor To Detached Exiting Garage, To Create An Adu Per Ab2299 And Sb1069.  All Work Per Engineered Details.",91604.0,1.0
Permits without CofO ,258,Issued,1.0,,1.0,2016-01-08 12:38:00,3863-3865 N DIVISION ST,1 or 2 Family Dwelling,Building,15014-10000-02985,Bldg-Addition,,2250.0,Convert Existing Basement/Storage Area To A 450 Sqft Secondary Dwelling Unit Per Zi-120 (Ab-1866); And 240 Sqft For A Recreation Room; And Convert (E) Sfd To Duplex; Structural Reinforcement Including Shear Walls And Underpining.,90065.0,1.0
Permits with CofO,429,CofO Issued,11.0,2012-07-30 10:58:00,1.0,2008-12-05 09:01:00,3869 S MCLAUGHLIN AVE,1 or 2 Family Dwelling,Building,08016-30000-10099,Bldg-Alter/Repair,,1540.0,"Change The Uses Of The 2 Story Accessory Bldg. As Follows:  1) Convert 2nd Story 20' X30' Into Second Dwelling Unit Pursuant To Ab 1866.  2) 1st Story 18'X30' Portion Directly Below To Remain As Rec. Rm.    3)  Reduce The Size Of The Attached 1 Story 20' X20' Garage To 17' X20'  And Change The Use To A Storage Rm.  (""Comply With Dept. Order  Eff. Date 05/23/2008.  ""Permit Will Expire 30 Days From Issuance Date."")",90066.0,1.0
Permits with CofO,509,CofO Issued,8.0,2013-11-05 15:07:00,1.0,2013-10-25 12:29:00,3887-3889 S CIMARRON ST,1 or 2 Family Dwelling,Building,13014-20003-03419,Bldg-Alter/Repair,,0.0,Supplemental Permit To Convert 501sqft Of (E) Sfd To 2nd Dwelling Unit Per Za Memorandum No. 120,90062.0,1.0
Permits with CofO,841,CofO Issued,14.0,2016-12-15 08:11:00,1.0,2015-09-14 11:45:00,3907 N DRYSDALE AVE,1 or 2 Family Dwelling,Building,14014-10000-03795,Bldg-Addition,,374.0,Construct Attached 1-Story Addition For New Single Family Dwelling To (E) 2-Car Garage  Per Ab1866; Comply With Department Order Effective Date 05/14/2014. Permit Will Expire 30 Days From Issuance Date,90032.0,1.0
Applications Submitted,320,PC Info Complete,14.0,,1.0,,3907-3909 N TAMPICO AVE,1 or 2 Family Dwelling,Building,13016-70000-20917,Bldg-Alter/Repair,2013-10-15 00:00:00,2206.0,"Convert 470 Sq.Ft. Of (E) 1-Story Sfd To 2nd Dwelling Unit Per Za Memorandum No. 120

Convert 492 Sq.Ft. Of (E)  Attached 2-Car Garage To Become Common Rec. Room.

Added (N) Attached Carport 20'X20' In The Front.",90032.0,1.0
Permits without CofO ,282,CofO in Progress,11.0,,1.0,2016-03-03 12:12:00,3909 S MICHAEL AVE,1 or 2 Family Dwelling,Building,15014-20000-05261,Bldg-Addition,,272.0,"Remove (E)1'-7"" X 11' Irreg. Shaped Portion Of Storage.  Convert (E)18'-6"" X 20'-7"" Irreg. Shaped Portion Of Storage Into 2nd Dwelling Per Za Memo #120.  Add 15'-10"" X 8' Addition For Storage/Bathroom.  Add 17'-6"" X 13'-11"" Irreg. Shaped Trellis To Front House.  See Comments.",90066.0,1.0
Permits with CofO,506,CofO Issued,8.0,2013-10-30 15:04:00,1.0,2012-02-28 09:20:00,3927 1/2 S 3RD AVE,1 or 2 Family Dwelling,Building,10010-70000-01807,Bldg-New,,945.0,"New Second Dwelling - Two Story Sfd. With Attached 1- Car Garage - Per Za Memo No. 120 (Ab 1866). Also, Provide One Open Parking Stall.",90008.0,1.0
Permits without CofO ,90,Permit Closed,8.0,,,2012-02-28 09:20:00,3927 S 3RD AVE,1 or 2 Family Dwelling,Building,12016-10000-03949,Bldg-Alter/Repair,,-10.0,Remove Portion (10 Sf) At Rear Corner Of (E)  Dwelling To Provide Access To Garage For New 2nd Dwelling. This Is In Conjunction With  Permit # 10010-70000-01807 And #12019-10000-00412.,90008.0,1.0
Applications Submitted,583,Reviewed by Supervisor,1.0,,1.0,,3928 N GLENALBYN DR,1 or 2 Family Dwelling,Building,17014-10000-00457,Bldg-New,2017-02-06 00:00:00,,"New 2-Story Adu Per Ab 2299   [30' X 33']
",90065.0,1.0
