,Overall Status,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PC SUBMT DATE,PERMIT GROUP,PERMIT NUMBER,PERMIT SUB-TYPE,PERMIT TYPE,SQUARE FOOTAGE,STATUS DESCRIPTION,USE DESCRIPTION,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT,ISSUE YEAR,PC YEAR
1481,Permits without CofO,13.0,,1.0,2016-01-27 11:07:00,1933 N REDCLIFF ST,,Building,15010-10000-03171,1 or 2 Family Dwelling,Bldg-New,1064.0,Issued,Dwelling - Single Family,New 1064 Sf Detached Second Dwelling Unit Za Memorandum No. 120.,90039.0,1.0,2016.0,
1482,Permits with CofO,10.0,2013-07-30 08:43:00,1.0,2012-11-02 09:46:00,1933 S PREUSS ROAD,,Building,12010-10000-01735,1 or 2 Family Dwelling,Bldg-New,1452.0,CofO Issued,Dwelling - Single Family,New 2 Story Detached Second Dwelling Unit At Rear With 4 Bedrooms And 2 Bathrooms; Provide 2 New Uncovered Parking Spaces On Site.,90034.0,1.0,2012.0,
1483,Applications Submitted,8.0,,1.0,,1935 W 29TH ST,2017-06-19 00:00:00,Building,17014-20000-02912,1 or 2 Family Dwelling,Bldg-Addition,1186.0,Corrections Issued,Accessory Dwelling Unit,"Remodel  And Add To (E) ____X_____ Detached Garage To Create 39'0"" X 32'2"" Accessory Dwelling Unit Per  Ab 2299 And Sb 1069.",90018.0,1.0,,2017.0
1484,Permits without CofO,8.0,,1.0,2017-05-23 10:45:00,1935-1935 1/2 W LEIGHTON AVE,,Building,16014-10000-01808,1 or 2 Family Dwelling,Bldg-Addition,2178.0,Issued,Duplex,Add New 1-Story Second Unit At Rear Of Existing 1-Story Single Family Dwelling To Convert To  Duplex.,90062.0,1.0,2017.0,
1485,Applications Submitted,3.0,,1.0,,19354 W CALVERT ST,2011-11-02 00:00:00,Building,11016-20000-21793,1 or 2 Family Dwelling,Bldg-Alter/Repair,361.0,Reviewed by Supervisor,Duplex,Convert Ex Den (361sf) To Second Dwelling Unit (361sf) Per Za Memorandum #120. See Comments.,91335.0,1.0,,2011.0
1486,Permits with CofO,3.0,2015-11-02 11:35:00,1.0,2015-05-08 13:07:00,19355 W BLYTHE ST,,Building,14014-20000-04871,1 or 2 Family Dwelling,Bldg-Addition,1820.6,CofO Issued,Duplex,"Convert (E) 10'9"" X 19'6"" Attached Garage  Into 2nd Dwlg Unit Per Za 120. Add A 14'6"" X 18'0"" Carport To (E) Dwelling. "" Comply With Department Order"" Investigation #658686. Effective Date 9/25/2014. Permit Will Expire 30 Days From Issuance Date"". All Permits Shall Be For The Same Time Period Limitation.",91335.0,1.0,2015.0,
1487,Applications Submitted,3.0,,1.0,,19358 W CALVERT ST,2017-06-16 00:00:00,Building,17014-30000-02875,1 or 2 Family Dwelling,Bldg-Addition,361.0,Verifications in Progress,Accessory Dwelling Unit,"Convert Existing 20'0"" X 20'0"" Garage Into Storage (8'0"" X 20""0"") And Accessory Dwelling Unit (12'0"" X 20'0"") Per Ab2299 And Sb1069.",91335.0,1.0,,2017.0
1488,Permits with CofO,12.0,2015-11-03 13:20:00,1.0,2015-04-15 11:33:00,19362 W CITRONIA ST,,Building,15010-20000-00772,1 or 2 Family Dwelling,Bldg-New,1198.0,CofO Issued,Dwelling - Single Family,Propose Detached Second Dwelling Per Za 120 With One Open Standard Stall,91324.0,1.0,2015.0,
1489,Permits with CofO,8.0,2017-06-24 10:36:00,1.0,2016-09-26 09:00:00,1937 W 36TH PL,,Building,15010-20000-04455,1 or 2 Family Dwelling,Bldg-New,1251.0,CofO Issued,Dwelling - Single Family,"Build 2-Story Nfpa13-D Sprinkler Throughout Type-V Construction Irr Shape 37' X 32' 2nd Dwelling Unit With Attached 2-Car Garage Per Ordinance 184510.


",90018.0,1.0,2016.0,
1490,Permits without CofO,15.0,,1.0,2012-04-03 11:58:00,1940 E 115TH ST,,Building,10010-40001-00757,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Permit Finaled,Dwelling - Single Family,Supplemental Permit To Permit# 10010-70000-00757--Convert Recreation Room To Second Dwelling Unt Pursuant To Za Memorandum No. 120 (Ab1866).  Work In Compliance With Department Order Dated 04/20/2010.  Ceis# 373675. Separate Permit Required For Fire Sprinklers.,90059.0,1.0,2012.0,
1491,Applications Submitted,3.0,,1.0,,19400 W GAULT ST,2014-04-28 00:00:00,Building,14014-20000-01606,1 or 2 Family Dwelling,Bldg-Addition,819.0,Reviewed by Supervisor,Dwelling - Single Family,"Add Second Dwelling Unit Above(E) Garage, Per Za Memo #120, Ab1866, Fully Sprinkler",91335.0,1.0,,2014.0
1492,Permits without CofO,13.0,,1.0,2017-03-14 10:38:00,1942 N LAKE SHORE AVE,,Building,16010-10000-04203,1 or 2 Family Dwelling,Bldg-New,1199.0,Issued,Dwelling - Single Family,"New 2-Story Sfd Over 2-Car Garage At Front Of Lot [Second Dwelling Per Ord 184,510]",90039.0,1.0,2017.0,
1493,Permits without CofO,11.0,,1.0,2017-05-11 11:35:00,1942 S ARMACOST AVE,,Building,17016-70000-05014,1 or 2 Family Dwelling,Bldg-Alter/Repair,421.0,Issued,Accessory Dwelling Unit,"Convert Existing Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069.  

""Comply With Department Order Effective Date 11/04/2016. Permit Will Expire 30 Days From Issuance Date"".",90025.0,1.0,2017.0,
1494,Permits without CofO,8.0,,1.0,2012-10-23 10:14:00,1942-1944 W 43RD ST,,Building,12014-20000-01754,1 or 2 Family Dwelling,Bldg-Addition,427.0,Permit Finaled,Duplex,"Add 2nd Dwlg Unit Per Za 120 To Rear Of The(E) Sfd(+427 Sq Ft).""Comply With Department Order Effective Date 05/28/2012.""",90062.0,1.0,2012.0,
1495,Applications Submitted,5.0,,,,1943 S PARNELL AVE,2016-01-26 00:00:00,Building,15014-30001-02084,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Reviewed by Supervisor,,"Supplmental Ref To Pcis # 15014-30000-02084, To Revise Scope Of Work To One Story Addition To (E) S.F.D. And Remove 2nd Unit, Plan Check Only.",90025.0,1.0,,2016.0
1496,Permits with CofO,11.0,2010-05-24 12:47:00,1.0,2009-07-10 14:39:00,1943 S WESTGATE AVE,,Building,09010-30000-00788,1 or 2 Family Dwelling,Bldg-New,787.0,CofO Issued,Dwelling - Single Family,"New 2-Story (24'6"" X 28') Type V-B 2nd Dwelling Unit Per Ab 1866 On 2nd Floor, With  Two-Car Garage (For The Primary Dwelling) And Utility Room On 1st Floor. 1 Open Parking Space Provided On Site For 2nd Dwelling Unit.",90025.0,1.0,2009.0,
1497,Applications Submitted,10.0,,1.0,,1944 1/2 S WELLINGTON ROAD,2017-05-19 00:00:00,Building,17016-20000-13353,1 or 2 Family Dwelling,Bldg-Alter/Repair,866.0,Verifications in Progress,Accessory Dwelling Unit,"Convert Garage And Accessory Living Quarters To An Accessory Dwelling Unit Per Ab 2299 & Sb 1069.
""Comply With Department Order Effective Date
12/30/2016. Permit Will Expire 30 Days From Issuance Date""",90016.0,1.0,,2017.0
1498,Applications Submitted,11.0,,1.0,,1944 S ARMACOST AVE,2013-06-18 00:00:00,Building,13014-10000-02358,1 or 2 Family Dwelling,Bldg-Addition,1120.0,Verifications in Progress,Dwelling - Single Family,"Second Floor Addition (836 Sf) To (E) 1-Story 2-Car Garage And Convert Portion Of Existing 2-Car Garage (284 Sf) Into A Recreation Room, Laundry/Bathroom For A Total 1120 Sf For  2nd Dwelling Unite Per Za Memorandum No. 120
",90025.0,1.0,,2013.0
1499,Permits with CofO,11.0,2014-02-06 08:40:00,1.0,2013-07-03 11:22:00,1944 S WESTGATE AVE,,Building,13014-20000-01804,1 or 2 Family Dwelling,Bldg-Addition,1198.0,CofO Issued,Dwelling - Single Family,Addition To Detached Garage For Second Dwelling Pursuant  To Za Memorandum 120,90025.0,1.0,2013.0,
1500,Applications Submitted,3.0,,1.0,,19461 W INGOMAR ST,2017-06-09 00:00:00,Building,17010-20000-02244,1 or 2 Family Dwelling,Bldg-New,437.0,Reviewed by Supervisor,Accessory Dwelling Unit,"New Accessory Dwelling Unit Per Ab 2299 & Sb 1069
""Comply With Department Order Effective Date
11/08/2011. Permit Will Expire 30 Days From Issuance Date""",91335.0,1.0,,2017.0
1501,Permits without CofO,5.0,,1.0,2017-05-19 10:28:00,1949 S PARNELL AVE,,Building,17010-20000-00150,1 or 2 Family Dwelling,Bldg-New,1158.75,Issued,Accessory Dwelling Unit,"(N) 33'-11"" X 25'- 6.5"" Detached Two-Car Garage, Laundry Room & Patio Cover On 1st Floor, And (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069 On 2nd Floor.",90025.0,1.0,2017.0,
1502,Permits without CofO,3.0,,1.0,2017-07-17 10:56:00,1951 W HARTLAND ST,,Building,17014-20000-02035,1 or 2 Family Dwelling,Bldg-Addition,1199.0,Issued,Accessory Dwelling Unit,"26'-8"" X 24'-4"" Addition Of 2- Story Accessory Dwelling Unit Per Ab2299 And Sb1069 To Existing Detached Garage",91335.0,1.0,2017.0,
1503,Permits without CofO,4.0,,1.0,2017-05-11 16:11:00,1952-1954 N BEVERLY DR,,Building,17016-30000-11551,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Dwelling - Single Family,"Convert  210 Sq Ft Portion Of Sfd To A.D.U. Per Ab 2299 & Sb 1069 & Interior Remodel.
Replace Windows/Doors.Add Four New & Remove Two Skylight.
Reroof Comp Shingles",90210.0,1.0,2017.0,
1504,Applications Submitted,3.0,,1.0,,19529 W FRIAR ST,2017-02-15 00:00:00,Building,17014-20000-00610,1 or 2 Family Dwelling,Bldg-Addition,569.0,Reviewed by Supervisor,Accessory Dwelling Unit,"14'0"" X 17'0"" Addition To And Convert Existing Portion Of (E) Det. Garage To Accessory Dwelling Unit  Per Ab 2299 And Sb 1069.",91335.0,1.0,,2017.0
1505,Permits with CofO,3.0,2013-05-09 08:17:00,1.0,2012-11-28 15:11:00,19617 W OXNARD ST,,Building,12010-20000-01875,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,"New 2nd Dwelling 1200 Sq. Ft, Per Za Memorandum 120",91356.0,1.0,2012.0,
1506,Permits with CofO,3.0,2016-02-24 14:25:00,1.0,2015-09-10 11:31:00,19629 W CANTARA ST,,Building,15014-20000-03084,1 or 2 Family Dwelling,Bldg-New,1285.0,CofO Issued,Dwelling - Single Family,"New Irr. 33'-9""X42'-1"" 2nd Dwelling Unit Per Za Memo 120. Type V Construction. Fully Sprinklered Per Nfpa13d.",91335.0,1.0,2015.0,
1507,Permits without CofO,3.0,,1.0,2015-04-21 13:46:00,19629 W VANOWEN ST,,Building,14016-20000-21845,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Duplex,"Convert 419 Sf Portion Of (E) 1404sf Single Family Dwelling To (N) Second Dwelling & Provide One Open Standard Parking Stall _  Per Za 120
""Comply With Department Order Effective Date 09/05/2013. Permit Will Expire 30 Days From Issuance Date"".",91335.0,1.0,2015.0,
1508,Permits with CofO,3.0,2015-09-11 13:13:00,1.0,2015-04-21 14:19:00,19633 W VANOWEN ST,,Building,15016-20000-04398,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,"Separte 2 Bedrooms From (E) Sfd To Create New One Bedroom Attached 2nd Unit With Interior Remodeling Per Memorandum Za-120


",91335.0,1.0,2015.0,
1509,Applications Submitted,3.0,,1.0,,19634-19636 W DICKENS ST,2017-03-03 00:00:00,Building,17010-20000-00878,1 or 2 Family Dwelling,Bldg-Addition,4528.0,Reviewed by Supervisor,Dwelling - Single Family,"39'-0"" X 57'-5"" Addition To Existing Single Family Dwelling W/ Attached Garage To Add New Garage, Covered Patio, Breezeway,  And Accessory Dwelling Unit Per Ab 2299 And Sb 1069.   
",91356.0,1.0,,2017.0
1510,Permits with CofO,12.0,2014-08-13 13:49:00,1.0,2013-12-06 12:06:00,19641 W SCHOENBORN ST,,Building,13010-20000-02633,1 or 2 Family Dwelling,Bldg-New,1013.0,CofO Issued,Dwelling - Single Family,"New 28'X46' 1rr 1 Story 2nd Dwelling Unit
",91324.0,1.0,2013.0,
1511,Permits with CofO,3.0,2015-06-25 14:32:00,1.0,2015-01-15 12:09:00,19643 W CANTARA ST,,Building,14010-20000-03549,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,"New Irregular 31'-10"" X 57'-9"" 1-Story 2nd Dwelling Unit Per Za Memo 120. All Work Per Engineering.",91335.0,1.0,2015.0,
1512,Permits without CofO,3.0,,1.0,2017-03-29 12:33:00,19651 W SYLVAN ST,,Building,17016-30000-07138,1 or 2 Family Dwelling,Bldg-Alter/Repair,400.0,Issued,Accessory Dwelling Unit,Convert Detached Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069.,91335.0,1.0,2017.0,
1513,Permits without CofO,4.0,,1.0,2017-06-08 15:52:00,1974 N BRONSON AVE,,Building,17016-20000-14605,1 or 2 Family Dwelling,Bldg-Alter/Repair,360.0,Issued,Accessory Dwelling Unit,Convert (E) 20' X 18' Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069,90068.0,1.0,2017.0,
1514,Permits with CofO,3.0,2011-10-24 14:13:00,1.0,2011-07-01 12:00:00,19753-19755 W JEFFREY PL,,Building,11014-20000-01973,1 or 2 Family Dwelling,Bldg-Addition,430.0,CofO Issued,Duplex,Convert Exist 20.42' X 21' Two Car Garage  A 2nd Dwlg Unit Per Za Memeo 120 To Create A Duplex.  Add  16.75' X 18' Two Car Carport.  Area Of 2nd Unit = 430 Sq Ft.,91364.0,1.0,2011.0,
1515,Permits without CofO,3.0,,1.0,2017-04-18 11:55:00,19812 W ROSCOE BLVD,,Building,17016-20000-05936,1 or 2 Family Dwelling,Bldg-Alter/Repair,300.0,Issued,Accessory Dwelling Unit,"Convert (E) 30' X 10' Storage And 20' X 12' Recreation Room To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. 

""Comply With Department Order Effective Date 03/02/2017. Permit Will Expire 30 Days From Issuance Date""",91306.0,1.0,2017.0,
1516,Permits with CofO,3.0,2008-07-17 14:14:00,1.0,2006-05-10 00:00:00,19816 W ARMINTA ST,,Building,05014-20000-05615,1 or 2 Family Dwelling,Bldg-New,639.0,CofO Issued,Dwelling - Single Family,New Second Dwelling Per Ab 1866 With One Open Parking.,91306.0,1.0,2006.0,
1517,Permits with CofO,3.0,2012-05-23 08:20:00,1.0,2006-11-03 00:00:00,19828 W ARCHWOOD ST,,Building,06016-20000-17947,1 or 2 Family Dwelling,Bldg-Alter/Repair,640.0,CofO Issued,Dwelling - Single Family,"Convert Garage/ Rec Rm To Second Dwelling Unit,   640 S.F.  (Per Type V).",91306.0,1.0,2006.0,
1518,Applications Submitted,3.0,,1.0,,19843 W ENADIA WAY,2017-05-05 00:00:00,Building,17014-20000-02055,1 or 2 Family Dwelling,Bldg-Addition,1053.5,Reviewed by Supervisor,Accessory Dwelling Unit,"Add 25' X 32' Accessory Dwelling Unit Per Ab 2299 And Sb 1069 With 7'-11"" X 23' Patio Cover To (E) Carport. All Work Per Wfpp",91306.0,1.0,,2017.0
1519,Permits with CofO,12.0,2016-10-11 09:46:00,1.0,2016-01-04 10:26:00,19843 W LASSEN ST,,Building,15010-20000-02884,1 or 2 Family Dwelling,Bldg-New,660.0,CofO Issued,Dwelling - Single Family,"New 17'X24'-6"" Two-Story 2nd Dwelling Unit Per Za Memo 120. Type V Construction. Nfpa-13d Fire Sprinklers Throughout.",91311.0,1.0,2016.0,
1520,Permits with CofO,12.0,2011-10-04 10:37:00,1.0,2006-06-12 00:00:00,19844 W PARTHENIA ST,,Building,06010-20000-01726,1 or 2 Family Dwelling,Bldg-New,635.0,CofO Issued,Dwelling - Single Family,"New Second Dwelling Unit 24'X27'9"" ( One Bedroom With One Bathroom). All Work Per Type V Sheet.",91306.0,1.0,2006.0,
1521,Permits without CofO,3.0,,1.0,2017-03-29 13:34:00,19844-19846 W SCHOOLCRAFT ST,,Building,17016-20000-07050,1 or 2 Family Dwelling,Bldg-Alter/Repair,341.0,Issued,Dwelling - Single Family,Convert (E) Garage Into A (N) Accessory Dwelling Per Ab 2299 And Sb 1069.  Replace One Window With Door (Same Width) In (E) Dwelling .,91306.0,1.0,2017.0,
1522,Permits with CofO,3.0,2012-02-02 13:15:00,1.0,2010-12-29 13:57:00,19866 W VANOWEN ST,,Building,10014-20000-04553,1 or 2 Family Dwelling,Bldg-Addition,340.0,CofO Issued,Dwelling - Single Family,Add Second Dwelling Unit To (E) Detached Garage Per Za Memorandum #120,91306.0,1.0,2010.0,
1523,Permits with CofO,3.0,2016-06-14 14:08:00,1.0,2015-07-08 09:16:00,19906-19908 W HATTON ST,,Building,15014-20000-02350,1 or 2 Family Dwelling,Bldg-Addition,1779.0,CofO Issued,Duplex,Convert (E) Irr. Shaped 19.92'X20.25' Two-Car Garage Into A 2nd Dwelling Unit Per Za Memo 120. Enclose (E) 8'X15' Rear Patio And Provide (N) Attached 18'X18' Two-Car Carport.,91306.0,1.0,2015.0,
1524,Permits with CofO,15.0,2006-08-09 10:36:00,1.0,2006-03-22 00:00:00,200-202 E 118TH PL,,Building,06014-10000-01427,1 or 2 Family Dwelling,Bldg-Addition,787.0,CofO Issued,Duplex,New  One Story Addition  (787 Sf)  Second Unit ,90061.0,1.0,2006.0,
1525,Permits without CofO,10.0,,1.0,2017-07-27 10:11:00,2000 S BEDFORD ST,,Building,17016-30000-13116,1 or 2 Family Dwelling,Bldg-Addition,600.0,Issued,Accessory Dwelling Unit,Convert The Existing Garage Into Accessory Dwelling Unit Per Ab2299 And Sb1069.,90034.0,1.0,2017.0,
1526,Permits with CofO,3.0,2011-08-30 09:53:00,1.0,2011-06-06 14:29:00,20001-20003 W ARMINTA ST,,Building,10014-20000-04744,1 or 2 Family Dwelling,Bldg-Addition,2452.0,CofO Issued,Duplex,"Convert (E) 470 Sqft Attached Garage To 2nd Dwelling Unit Per Za Memorandum No. 120 To Create A Duplex, And Add Carport




",91306.0,1.0,2011.0,
1527,Permits with CofO,3.0,2010-02-01 14:35:00,1.0,2005-08-31 00:00:00,20020 W ENADIA WAY,,Building,05016-20000-15859,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,"Convert 14' X 19' 6"" Recreation Room (281 Sf) To Second Dwelling Unit Per Ab 1866 With Open Parking.",91306.0,1.0,2005.0,
1528,Applications Submitted,3.0,,1.0,,20038 W KITTRIDGE ST,2017-06-02 00:00:00,Building,17010-20000-02139,1 or 2 Family Dwelling,Bldg-New,1125.0,Verifications in Progress,Accessory Dwelling Unit,"New Irregular 37'-0"" X 38'-6 1/2"", 1-Story, Detached Accessory Dwelling Unit (Adu) Per Ab 2299 And Sb 1069. 




-Struct Inv, 
--Comments",91306.0,1.0,,2017.0
1529,Permits without CofO,5.0,,1.0,2015-12-22 14:49:00,2004-2004 1/2 N BEVERLY GLEN BLVD,,Building,15016-30000-19022,1 or 2 Family Dwelling,Bldg-Alter/Repair,804.0,Issued,Dwelling - Single Family,Comply With Order Dated 8/26/2015.  Convert Exist Detached Rec Rm And Carport Into A 2nd Dwlg Unit Per Za Memo 120.  Permit Valid For 30 Days From Issuance Date.,90077.0,1.0,2015.0,
1530,Applications Submitted,14.0,,1.0,,2009-2011 N BARNETT ROAD,2015-02-17 00:00:00,Building,15016-70000-03469,1 or 2 Family Dwelling,Bldg-Alter/Repair,1369.0,PC Info Complete,Duplex,Proposed Conversion Of Lower Level Of (E) Sfd Into 2nd Unit In R1 Zone Per Ab 1866 Resulting In Duplex. One Additional Open Parking Space Provided South Of Building.,90032.0,1.0,,2015.0
1531,Permits with CofO,13.0,,1.0,2006-05-26 00:00:00,2009-2011 W VALLEY ST,,Building,06014-20000-00981,1 or 2 Family Dwelling,Bldg-Addition,543.0,CofO Corrected,Duplex,2-Story Addition To Rear Of (E) Sfd To Create A Duplex W/ Attached 3-Car Carport.  Addition Will Have 2nd Unit Above The Carport.,90057.0,1.0,2006.0,
1532,Permits with CofO,8.0,2016-09-30 10:19:00,1.0,2016-01-19 10:04:00,201 1/2 W 107TH ST,,Building,15010-30000-03640,1 or 2 Family Dwelling,Bldg-New,2240.0,CofO Issued,Dwelling - Single Family,(N)2-Story Detached 2nd Unit With 2-Car Garage,90003.0,1.0,2016.0,
1533,Permits without CofO,5.0,,1.0,2013-12-20 13:15:00,201 N DELFERN DR,,Building,13016-20000-25827,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO in Progress,Duplex,Convert 2 Car Garage Into Second Dwelling Unit Per Ab - 1866/Za - 120.,90077.0,1.0,2013.0,
1534,Applications Submitted,8.0,,1.0,,201 W 107TH ST,2015-11-13 00:00:00,Building,15010-30001-03640,1 or 2 Family Dwelling,Bldg-New,,Verifications in Progress,Dwelling - Single Family,"Supplemental Ref To Pcis # 15010-30000-03640,  To Collect Plan Check Fee For Revision Of (N) 2nd Unit Sfd W/ Attached 2 Car Garage, No Change Of Use. No Final Fee Charaged.",90003.0,1.0,,2015.0
1535,Permits without CofO,5.0,,1.0,2013-08-23 10:46:00,201-203 N DELFERN DR,,Building,13016-20002-10129,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Permit Finaled,Duplex,Convert Recreation Room To Second Dwelling Unit Per Ab-1866/Za-120.,90077.0,1.0,2013.0,
1536,Permits without CofO,9.0,,1.0,2004-05-12 00:00:00,201-203 W 81ST ST,,Building,04014-20000-02694,1 or 2 Family Dwelling,Bldg-Addition,1008.0,Issued,Duplex,"30' X 35'-9"" Second Unit Addition To (E) Sfd To Create A Duplex.  2nd Unit Consists Of 4 Bedrooms, 2 Bathrooms, Kitchen, And Living Room.
All Work To Be Per Type V Sheet.",90003.0,1.0,2004.0,
1537,Permits with CofO,15.0,2015-10-20 10:08:00,1.0,2015-02-11 16:11:00,2012 E 111TH ST,,Building,14010-10000-03142,1 or 2 Family Dwelling,Bldg-New,884.0,CofO Issued,Dwelling - Single Family,(N) Detached 2nd Sfd At The Rear Of The Lot With 1-Car Attached Carport Per Za Memo 120 (Ab 1866)  And 2-Car Attached Garage For The Sfd In The Front Of The Lot.	Comply With Department Order Effective Date 1/13/12.  Permit Will Expire 30 Days From Issuance Date.,90059.0,1.0,2015.0,
1538,Permits without CofO,14.0,,1.0,2016-11-23 16:24:00,2013 N ROWAN AVE,,Building,15010-20000-04264,1 or 2 Family Dwelling,Bldg-New,1094.0,Issued,Dwelling - Single Family,Propose New 22'X43' Two Story Second Dwellling Unit [Per Ordinance# 184510] With Attached Two Car Garage And Patio With One Open Standard Parking Space _ Building Shall Be Fully Sprinkler Through Out With Nfpa13d,90032.0,1.0,2016.0,
1539,Permits without CofO,3.0,,1.0,2017-06-05 11:34:00,20149 W RUNNYMEDE ST,,Building,17010-20000-01140,1 or 2 Family Dwelling,Bldg-New,300.0,Issued,Accessory Dwelling Unit,"(N) Detached 10'-0"" X 30'-0"" Accessory Dwelling Unit Per Ab 2299 & Sb 1069. ",91306.0,1.0,2017.0,
1540,Permits without CofO,11.0,,1.0,2016-10-25 11:17:00,2015-2015 1/2 S FEDERAL AVE,,Building,16014-20000-00422,1 or 2 Family Dwelling,Bldg-Addition,341.0,Issued,Duplex,"Add 27'-6"" X 30'-11"" Irreg. Shaped 2nd Unit Above (E)Garage/Rec. Room.  Remodel (E)Garage & Convert (E)Portion Of Rec. Room To Garage/Stairway On 1st Floor.",90025.0,1.0,2016.0,
1541,Applications Submitted,8.0,,1.0,,2016 W 75TH ST,2015-11-20 00:00:00,Building,15010-70000-04244,1 or 2 Family Dwelling,Bldg-New,481.0,Verifications in Progress,Dwelling - Single Family,"Build New Detached Accessory Dwelling Unit Per Ab 2299 And Sb 1069 At Rear Of Lot. All Work Per Wood Frame Prescriptive Provisions (Wfpp)
",90047.0,1.0,,2015.0
1542,Applications Submitted,9.0,,1.0,,202 E 74TH ST,2016-02-12 00:00:00,Building,16010-10000-00606,1 or 2 Family Dwelling,Bldg-New,1495.0,Reviewed by Supervisor,Dwelling - Single Family,"New Two Story Building: 1st Story Is  3 Car Garage, 2nd Story Is A Second Dwelling Unit.
",90003.0,1.0,,2016.0
1543,Permits without CofO,4.0,,,2017-06-01 08:29:00,2020-2022 N CYPREAN DR,,Building,16014-20000-04697,1 or 2 Family Dwelling,Bldg-Addition,4933.0,Issued,Dwelling - Single Family,"Major Remodel To (E) Dwelling. Construct 100'6"" X 120'6"" (Irr. Shape) 2-Story Dwelling With Garage Basement.  Attach With  10' Solid Roof 23'6"" X  35'8"" First Floor Accessory Dwelling Unit Per Ab 2299 And Sb 1069; And 2nd Floor Recreation Room (Exterior Access Only). Entire Building Shall Be Fully Sprinklered. All Work Per Engineering. See Comments.",90046.0,1.0,2017.0,
